,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,years_in_the_nba,prior_to_wnba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba
275,Khris Middleton,United States,,All-Time Milwaukee Bucks,22,SF,SG,2-Way 3-Level Shot Creator,"6'7""",201,222,100,"6'11""",211,13,,88,91,90,92,86,89,96,95,80,71,85,73,66,92,80,90,69,84,40,65,49,64,83,65,98,73,78,77,71,70,71,69,72,85,43,35,83,80,85,51,37,65,45,88,2738,silver,silver,,gold,silver,,,,,,silver,bronze,,bronze,,,,silver,,,,,,,,bronze,,,bronze,,silver,bronze,,bronze,,,,,gold,bronze,,,,Texas A&M
276,Kiki Vandeweghe,Germany,,All-Time Denver Nuggets,55,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,220,99,"7'0""",213,,,89,89,80,92,84,85,98,95,83,71,70,80,80,98,98,81,75,86,50,60,67,70,78,88,98,74,85,75,69,80,61,67,55,79,38,60,79,69,90,64,61,66,83,89,2848,gold,gold,,,gold,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,gold,,,,,UCLA
277,Kiki Vandeweghe,Germany,,All-Time Portland Trail Blazers,55,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,220,99,"7'0""",213,,,86,86,80,86,93,85,88,85,80,71,70,80,80,95,70,95,73,86,50,60,67,70,78,88,85,73,78,75,69,80,61,61,55,70,38,45,71,69,80,48,45,50,80,86,2714,gold,gold,,,gold,,bronze,,bronze,,silver,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,gold,,,,,UCLA
278,Kirk Hinrich,United States,,All-Time Chicago Bulls,12,PG,SG,2-Way 3-Level Playmaker,"6'4""",193,190,86,"6'6""",198,,,82,73,75,81,89,90,71,30,78,86,89,39,70,95,95,70,48,82,25,25,30,46,28,55,95,86,95,86,86,74,90,75,34,89,93,30,95,92,95,41,32,50,50,82,2539,,gold,,,bronze,,,,,,,,,,,,,,,silver,,,silver,silver,silver,gold,silver,,silver,silver,,silver,,bronze,,,,,,,,,,Iowa
279,Klay Thompson,United States,,All-Time Golden State Warriors,11,SG,SF,2-Way 3-Level Shot Creator,"6'7""",201,215,97,"6'9""",206,14,,91,91,75,94,98,87,95,98,79,68,94,55,67,91,85,94,67,88,35,65,35,78,68,79,90,68,77,76,68,80,38,77,64,91,59,51,90,88,95,42,36,47,80,91,2770,gold,hof,,gold,gold,,bronze,,bronze,,,,,,,,,bronze,,,,,,,,gold,silver,,gold,bronze,gold,gold,,gold,,,,,gold,,,,,Washington State
280,Kobe Bryant,United States,,All-Time Los Angeles Lakers,24,SG,SF,All-Around Star,"6'6""",198,205,92,"6'11""",211,,,99,93,96,98,85,85,97,99,88,93,97,70,92,98,85,83,80,98,35,95,57,97,68,92,97,88,95,89,88,95,75,81,62,97,67,51,97,95,97,50,46,54,70,99,3094,legendary,silver,,,hof,,gold,,gold,silver,gold,silver,,silver,gold,,gold,gold,gold,,,silver,,,,hof,gold,,gold,gold,gold,gold,,gold,,,,,gold,,,,,Lower Merion High School
281,Kyle Lowry,United States,,All-Time Toronto Raptors,7,PG,,2-Way Inside-Out Playmaker,"6'0""",183,205,92,"6'3""",191,19,,89,88,84,79,87,82,95,98,83,83,87,70,72,96,97,79,56,91,25,25,38,44,40,88,95,86,90,86,86,92,74,72,58,85,65,42,84,87,85,46,36,55,80,89,2749,,gold,gold,gold,gold,,silver,,silver,,bronze,,,,,,bronze,gold,,silver,,gold,bronze,bronze,silver,gold,gold,,gold,,gold,gold,,gold,,,,,,,,,,Villanova
282,Kyrie Irving,United States,Australia,All-Time Brooklyn Nets,11,PG,,Offensive Architect,"6'2""",188,193,87,"6'4""",193,14,,89,89,91,96,93,87,70,95,75,85,77,37,80,85,81,79,58,96,25,30,25,70,64,81,71,86,85,97,85,81,80,63,31,71,63,51,75,83,70,48,41,55,70,92,2648,gold,gold,gold,gold,hof,,gold,,gold,,,,,,,,hof,gold,,bronze,hof,gold,silver,silver,bronze,,,,,bronze,,,,,,,,,silver,,,,,Duke
283,Kyrie Irving,United States,Australia,All-Time Cleveland Cavaliers,2,PG,SG,Offensive Architect,"6'3""",191,193,87,"6'4""",193,14,,94,93,94,98,93,87,90,95,78,85,77,37,81,97,87,79,62,96,25,30,35,70,64,82,96,87,85,99,85,87,80,65,32,73,66,53,75,86,70,49,41,57,98,94,2779,gold,gold,hof,gold,hof,,gold,,gold,,,,,,,,legendary,gold,,bronze,hof,gold,silver,silver,bronze,,,,,bronze,,,,,,,,,silver,,,,,Duke
284,Lamar Odom,United States,,All-Time Los Angeles Clippers,7,C,SF,Versatile Defender,"6'10""",208,230,104,"6'11""",211,,,82,80,81,79,75,77,90,75,80,74,65,80,84,85,81,93,66,65,60,75,38,64,64,84,74,68,55,74,71,80,61,71,79,71,61,81,70,73,65,71,70,71,83,93,2721,,,,,,gold,,,,bronze,gold,silver,silver,silver,,,,,,,,,,,,silver,,,,,,,,bronze,,,,,silver,,,,,UCLA
285,LaMarcus Aldridge,United States,,All-Time Portland Trail Blazers,12,PF,C,2-Way 3-Level Interior Force,"6'11""",211,240,108,"7'5""",226,19,,89,92,96,96,80,86,98,98,67,43,37,82,62,84,78,80,81,77,70,69,92,90,94,79,78,46,55,42,30,70,35,67,79,37,57,67,83,70,75,88,84,92,83,89,2717,,,,gold,,gold,,,,,gold,gold,,gold,,,,,bronze,,,,,,,,,,,,,,,,,silver,,bronze,,,,,,Texas
286,LaMarcus Aldridge,United States,,All-Time San Antonio Spurs,12,PF,C,Inside The Arc Board Hunter,"6'11""",211,240,108,"7'5""",226,19,,86,85,95,85,62,85,90,90,73,43,52,87,62,95,90,80,83,78,70,69,92,92,92,78,92,50,55,42,38,70,43,65,74,48,35,73,83,70,70,81,79,82,55,88,2684,,,,gold,,gold,,gold,,gold,silver,silver,silver,silver,,bronze,,,bronze,,,,,,,,,,,,,,,,,silver,,silver,,,,,,Texas
287,LaMelo Ball,United States,,All-Time Charlotte Hornets,1,PG,SG,3-Level Scoring Playmaker,"6'7""",201,180,81,"6'10""",208,5,,86,83,86,78,83,86,75,90,80,84,84,50,79,93,89,82,68,85,45,75,52,58,52,82,98,87,88,88,84,88,85,68,45,70,83,37,79,89,75,54,46,61,65,90,2779,silver,bronze,,bronze,bronze,,gold,,bronze,,bronze,,,,,,silver,bronze,silver,gold,,silver,silver,silver,gold,,,,,,,,,,,,,,,,,,,Illawarra Hawks (Australia)
288,Larry Bird,United States,,All-Time Boston Celtics,33,SF,PF,All-Around Star,"6'9""",206,220,99,"7'1""",216,,,99,96,96,98,98,89,99,98,80,65,85,65,50,97,98,99,74,72,40,45,70,97,96,76,98,83,94,79,64,95,85,84,85,85,75,47,97,98,99,73,61,84,45,99,3023,hof,hof,,legendary,hof,,,,,,gold,gold,silver,gold,,,,legendary,gold,silver,,,,,silver,gold,gold,gold,bronze,gold,gold,bronze,,gold,gold,,,bronze,gold,,,,,Indiana State University
289,Larry Johnson,United States,,All-Time Charlotte Hornets,2,PF,SF,3-Level Scoring Board Hunter,"6'6""",198,257,116,"6'10""",208,,,88,89,91,88,84,83,95,95,79,69,50,88,85,95,77,88,83,75,87,77,76,85,90,80,90,71,74,71,66,75,70,68,82,50,56,37,81,80,90,85,85,84,65,88,2902,,,,gold,,gold,,,,silver,gold,gold,gold,gold,,,,,silver,,,,,,,,,,,,,,,,,,,gold,,,,,,UNLV
290,Larry Kenon,United States,,All-Time San Antonio Spurs,3,SF,,2-Way Slashing Shot Creator,"6'9""",206,205,92,"6'10""",208,,,88,86,89,85,65,85,98,95,78,80,76,60,82,98,75,73,76,84,35,90,74,72,70,86,98,68,68,75,68,68,59,81,83,82,84,62,85,85,85,86,88,83,68,88,2901,,,,,,gold,gold,,gold,,gold,,,,,,,,,,,,,,,,gold,,,,,,,gold,,,,,,,,,,Memphis
291,Larry Nance,United States,,All-Time Cleveland Cavaliers,22,SF,PF,2-Way Inside-The-Arc Threat,"6'10""",208,205,92,"7'2""",218,,,88,85,90,84,64,77,98,95,82,68,87,70,85,97,88,78,84,83,90,95,75,65,88,82,94,52,51,50,53,58,49,79,84,89,60,74,88,75,85,88,87,89,83,88,2916,,,,bronze,,gold,,,,,,,,,gold,,,,,,,,,,,gold,,gold,bronze,,gold,bronze,gold,gold,gold,,,,,gold,,,,Clemson
292,Larry Nance,United States,,All-Time Phoenix Suns,22,SF,PF,2-Way Inside-The-Arc Threat,"6'10""",208,205,92,"7'2""",218,,,88,83,88,84,55,77,98,95,80,68,87,70,90,91,77,78,83,78,90,95,83,83,83,82,73,51,51,50,53,51,49,84,93,87,60,74,94,85,95,70,66,74,98,88,2893,,,,gold,,silver,,,,,gold,,,,,,,,,,,,,,,gold,silver,gold,silver,,gold,silver,bronze,gold,gold,,,silver,,,,,,Clemson
293,Latrell Sprewell,United States,,All-Time Minnesota Timberwolves,8,SF,,2-Way Slashing Shot Creator,"6'5""",196,190,86,"6'9""",206,,,83,82,84,82,80,81,81,85,77,64,83,48,88,93,75,85,69,80,55,90,40,78,65,67,78,74,84,76,68,83,61,61,40,83,61,37,74,73,60,42,36,47,83,83,2631,,,,,silver,,,,,,gold,,,,,,,,bronze,,,,,,,,bronze,,,,,,,,,,,,gold,,,,,Alabama
294,LeBron James,United States,,All-Time Cleveland Cavaliers,23,SF,PF,2-Way 3-Level Point Forward,"6'8""",203,250,113,"7'0""",213,,,99,90,96,91,81,75,98,98,95,95,96,92,94,98,95,97,88,98,70,95,74,84,89,96,98,92,87,86,94,96,96,83,80,96,62,52,93,97,98,66,52,79,68,99,3245,gold,silver,,hof,gold,silver,gold,,gold,bronze,legendary,silver,silver,silver,hof,bronze,,gold,gold,gold,,gold,,,gold,hof,gold,legendary,gold,gold,gold,gold,bronze,gold,silver,,,gold,,gold,,,,St. Vincent–St. Mary High School
295,LeBron James,United States,,All-Time Los Angeles Lakers,23,SF,PF,2-Way 3-Level Point Forward,"6'8""",203,250,113,"7'0""",213,,,96,85,89,76,81,70,98,98,92,89,88,89,89,99,90,97,89,98,75,91,78,90,87,95,98,89,90,87,88,94,88,82,83,89,78,69,90,97,70,67,50,84,65,96,3183,bronze,silver,,gold,gold,silver,gold,,gold,bronze,gold,silver,silver,silver,gold,bronze,,gold,gold,hof,,gold,,,hof,gold,silver,legendary,bronze,gold,silver,bronze,bronze,bronze,bronze,,bronze,silver,,silver,,,,St. Vincent–St. Mary High School
296,LeBron James,United States,,All-Time Miami Heat,6,SF,PF,All-Around Star,"6'8""",203,250,113,"7'0""",213,,,99,91,97,94,86,75,98,98,94,86,96,92,94,98,95,97,88,98,70,95,74,84,89,96,98,90,87,86,85,96,96,83,80,96,62,52,93,97,98,66,52,79,68,99,3236,gold,silver,,hof,gold,silver,gold,,gold,bronze,gold,silver,silver,silver,hof,bronze,,gold,gold,gold,,gold,,,gold,hof,gold,legendary,gold,gold,gold,gold,bronze,gold,silver,,,gold,,gold,,,,St. Vincent–St. Mary High School
297,Lonzo Ball,United States,,All-Time New Orleans Pelicans,2,PG,SG,2-Way Playmaking 3PT Threat,"6'6""",198,190,86,"6'7""",201,8,,82,77,76,73,81,79,80,75,77,85,86,52,80,88,70,80,55,79,30,75,35,44,40,50,84,84,88,86,85,89,72,77,60,86,79,56,84,90,85,49,35,62,70,84,2653,,,,,,,,,,,,,,,,,,bronze,gold,silver,,bronze,,,silver,silver,silver,,silver,silver,silver,silver,,silver,,,,,,,,,,UCLA
298,Lou Hudson,United States,,All-Time Atlanta Hawks,23,SF,SG,All-Around Star,"6'5""",196,210,95,"6'8""",203,,,91,91,92,95,88,76,98,95,85,81,75,75,84,98,98,82,77,94,50,83,69,68,66,88,98,83,79,86,80,95,77,74,69,79,79,31,88,84,90,48,46,49,83,91,2959,,,,,gold,gold,gold,,gold,,silver,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,Minnesota
299,Louie Dampier,United States,,All-Time San Antonio Spurs,10,PG,SG,2-Way 3-Level Playmaker,"6'0""",183,170,77,"6'7""",201,,,89,89,88,90,80,85,98,95,83,88,87,40,80,95,97,95,57,96,25,25,40,44,44,80,98,87,88,90,88,89,82,78,75,85,72,70,80,82,80,55,54,55,98,96,2854,,,gold,,,,gold,,gold,,,,,,,,,gold,gold,bronze,silver,gold,gold,gold,bronze,,,,,,,,,gold,,,,,,,,,,
300,Luka Doncic,Slovenia,,All-Time Dallas Mavericks,77,SG,PG,Offensive Architect,"6'7""",201,218,98,"6'8""",203,7,,93,90,97,95,86,73,90,98,83,83,75,70,72,98,98,85,77,95,55,70,64,69,70,96,98,90,85,94,83,97,91,61,48,73,42,55,73,69,65,60,38,82,80,94,2906,gold,gold,,gold,hof,,gold,,gold,,gold,,,,,,silver,gold,gold,gold,silver,,gold,gold,gold,,,,,,,,,,,bronze,silver,,,,,,,Slovenia
301,Magic Johnson,United States,,All-Time Los Angeles Lakers,32,PG,SG,Demigod,"6'9""",206,220,99,"7'1""",216,,,99,93,95,90,84,91,99,98,91,93,85,80,88,98,97,99,87,90,60,75,98,84,90,98,98,97,99,94,93,99,99,85,85,86,75,80,97,85,90,82,80,84,83,99,3318,,,,,,silver,gold,gold,gold,,gold,gold,,gold,,,gold,gold,gold,legendary,gold,silver,gold,gold,legendary,,silver,gold,,,,,,gold,,,,,,,,,,Michigan State
302,Mahmoud Abdul-Rauf,United States,,All-Time Denver Nuggets,3,PG,SG,3-Level Scoring Playmaker,"6'1""",185,162,73,"6'4""",193,,,89,92,89,88,88,96,98,90,78,85,78,32,87,94,78,92,61,89,25,80,25,81,30,76,85,82,82,80,85,80,81,54,25,71,62,30,73,48,70,35,31,39,98,89,2630,gold,gold,gold,gold,gold,,gold,,gold,,,,,,,,bronze,,,gold,,,gold,gold,gold,,,,,,,,,silver,,,,,,,,,,LSU
303,Manu Ginobili,Argentina,,All-Time San Antonio Spurs,20,SG,,All-Around Star,"6'6""",198,205,92,"6'9""",206,,,90,92,96,92,88,84,98,95,80,84,77,43,67,98,98,95,66,95,25,50,49,69,49,89,98,88,90,95,84,90,82,74,45,79,70,51,88,90,98,57,52,62,55,90,2860,,bronze,,,gold,,gold,,gold,,gold,,,,,,gold,,,gold,,gold,,,gold,,,,,,,,,,,,,,,,,,,Argentina
304,Marc Gasol,Spain,,All-Time Memphis Grizzlies,33,C,PF,2-Way 3-Level Scorer,"7'1""",216,265,119,"7'4""",224,18,,93,92,95,95,85,85,98,95,71,50,56,95,38,95,84,79,87,80,85,60,96,96,93,88,94,59,65,47,25,87,72,82,96,56,66,88,96,74,95,85,80,89,70,93,2941,,,,gold,,gold,,,,silver,gold,gold,gold,gold,,gold,,,silver,,,,,,,,,,,,,,gold,,hof,hof,gold,gold,,gold,,,,Lausanne CS (TN)
305,Marcus Camby,United States,,All-Time Denver Nuggets,23,C,,Defensive Anchor,"6'11""",211,220,99,"7'3""",221,,,85,69,84,73,63,69,84,43,72,60,53,76,58,95,93,66,68,58,88,69,79,36,77,42,92,35,43,33,25,48,26,77,93,53,58,94,93,58,88,89,83,95,80,87,2515,,,,,,gold,,,,,bronze,gold,,gold,,,,,,,,,,,,gold,,gold,,,,,gold,gold,gold,gold,,gold,,gold,,,,UMass
306,Mark Aguirre,United States,,All-Time Dallas Mavericks,24,SF,PF,2-Way Mid-Range Slasher,"6'6""",198,232,104,"6'9""",206,,,88,86,90,88,77,76,88,95,84,78,78,88,80,95,80,86,87,89,75,80,95,96,94,85,83,74,75,79,74,82,62,75,77,77,80,68,75,70,75,69,68,70,83,88,2999,,,,,,,gold,,gold,,gold,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DePaul
307,Mark Eaton,United States,,All-Time Utah Jazz,53,C,,Defensive Anchor,"7'4""",224,275,124,"7'8""",234,,,89,67,85,48,25,71,98,75,66,25,28,95,40,98,90,86,75,68,90,50,84,66,58,84,98,32,39,28,25,38,32,79,97,39,30,98,97,94,98,94,94,94,95,89,2549,,,,,,gold,,,,,bronze,silver,,silver,,,,,,,,,,,,,,gold,,,,,hof,gold,hof,hof,,gold,,,,,,UCLA
308,Mark Jackson,United States,,All-Time Indiana Pacers,13,PG,,2-Way 3-Level Playmaker,"6'1""",185,180,81,"6'4""",193,,,85,84,88,80,78,79,96,80,68,90,,65,57,94,88,85,53,87,25,25,31,43,55,63,95,91,88,90,90,94,95,66,50,79,78,27,77,78,75,44,47,41,65,85,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's
309,Mark Price,United States,,All-Time Cleveland Cavaliers,25,PG,SG,Offensive Architect,"6'0""",183,170,77,"6'3""",191,,,93,96,92,95,96,95,98,98,77,80,82,40,60,95,95,85,50,89,25,25,25,29,25,84,95,91,97,88,80,97,92,62,25,78,74,27,75,78,80,41,38,44,98,93,2672,gold,gold,gold,gold,gold,,gold,,gold,,,,,,,,bronze,,,gold,,silver,gold,gold,gold,,,,,,,,,silver,,,,,,,,,,Georgia Tech
310,Marques Johnson,United States,,All-Time Milwaukee Bucks,8,SF,SG,2-Way Mid-Range Slasher,"6'7""",201,218,98,"6'10""",208,,,92,90,96,94,75,79,97,98,89,91,88,77,93,96,85,94,84,95,80,90,65,84,76,85,98,77,70,86,83,82,64,76,66,85,69,47,85,88,90,75,68,82,98,94,3093,,,,,,gold,gold,,gold,,silver,,,,,,,,,,,,silver,,,,,gold,,,,,,,,,,,,,,,,UCLA
311,Maurice Cheeks,United States,,All-Time Philadelphia 76ers,10,PG,SG,2-Way Inside-The-Arc Playmaker,"6'1""",185,180,81,"6'4""",193,,,86,80,86,81,70,87,81,75,85,80,97,70,70,95,95,90,50,87,25,25,36,44,25,61,98,85,82,86,85,88,86,82,70,97,86,37,92,97,95,39,36,42,30,86,2673,,,,,,,silver,,silver,,,,,,,,,,,gold,gold,gold,gold,gold,gold,gold,hof,,gold,gold,gold,gold,,gold,,,,,,,,,,West Texas A&M University
312,Maurice Lucas,United States,,All-Time Portland Trail Blazers,20,PF,C,2-Way Inside-The-Arc Threat,"6'9""",206,230,104,"7'1""",216,,,90,82,90,81,60,78,90,90,84,73,64,90,80,95,95,88,82,73,80,75,86,88,89,69,95,55,58,60,49,60,50,86,92,64,85,86,92,90,95,90,89,90,50,90,2929,,,,gold,,gold,,,,,gold,,gold,,,gold,,,gold,,,,,,,gold,gold,gold,,,,,gold,gold,gold,gold,gold,gold,,gold,,,,Marquette
313,Mel Daniels,United States,,All-Time Indiana Pacers,34,C,PF,Paint Beast,"6'9""",206,220,99,"7'1""",216,,,92,70,96,78,43,85,25,95,84,75,70,93,90,90,94,73,89,93,85,85,93,90,93,84,85,70,80,69,73,78,52,78,95,69,55,80,90,80,80,97,97,97,98,92,3000,,,,,,gold,gold,,gold,gold,gold,gold,gold,gold,gold,gold,,,,,,,,,,gold,,gold,,,,,gold,,silver,gold,gold,gold,,gold,,,,
314,Michael Cooper,United States,,All-Time Los Angeles Lakers,21,SG,PG,2-Way 3-Level Shot Creator,"6'5""",196,170,77,"6'8""",203,,,86,77,80,80,83,87,80,50,81,75,95,50,75,82,95,97,63,79,62,84,36,51,55,57,80,70,63,76,75,64,71,84,84,98,65,51,96,94,98,45,41,48,75,86,2718,,,,,,,,,,,,,,,,,,,,,,,,,,hof,gold,gold,hof,,hof,hof,,gold,,,,,,,,,,New Mexico
315,Michael Finley,United States,,All-Time Dallas Mavericks,4,SF,SG,Score-First Wing,"6'7""",201,215,97,"6'11""",211,,,88,89,85,86,87,85,94,98,83,83,77,68,95,98,73,86,79,88,55,90,60,79,79,88,95,70,74,80,76,70,49,65,63,77,61,40,80,51,80,61,54,68,60,88,2820,gold,gold,,,gold,,gold,,gold,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Wisconsin
316,Michael Jordan,United States,,All-Time Chicago Bulls,23,SG,SF,All-Around Star,"6'6""",198,195,88,"6'11""",211,,,99,94,97,98,89,83,98,98,92,84,98,71,96,99,98,99,85,97,70,95,40,97,98,84,98,86,92,88,85,94,70,87,79,98,86,50,99,99,98,58,52,63,69,99,3208,hof,bronze,,gold,bronze,gold,gold,,hof,,gold,silver,silver,silver,gold,,silver,gold,gold,bronze,silver,gold,gold,,bronze,legendary,hof,silver,hof,legendary,hof,hof,,hof,,,,,gold,,,,,UNC
317,Michael Redd,United States,,All-Time Milwaukee Bucks,22,SG,SF,Shot-Creating 3-Level Scorer,"6'6""",198,220,99,"6'9""",206,,,88,90,84,88,94,86,94,95,78,80,74,50,70,96,85,94,66,89,35,70,35,70,60,84,86,75,76,82,80,78,58,69,64,74,65,52,75,75,75,42,40,43,65,88,2709,gold,gold,,gold,gold,,bronze,,bronze,,silver,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,gold,,,,,Ohio State
318,Micheal Ray Richardson,United States,,All-Time New York Knicks,20,PG,SG,2-Way Inside-The-Arc Playmaker,"6'5""",196,189,85,"6'9""",206,,,89,83,89,80,72,77,95,85,84,88,96,68,78,97,90,73,64,86,35,78,42,63,52,60,98,92,95,90,91,92,94,86,70,95,98,68,84,98,90,63,66,59,30,89,2911,,,,,,,gold,,gold,,gold,,,,,,,,,gold,,,,,gold,gold,hof,,gold,hof,gold,gold,,gold,,,,,,gold,,,,University of Montana
319,Mike Bibby,United States,,All-Time Memphis Grizzlies,10,PG,,3-Level Playmaking Slasher,"6'1""",185,190,86,"6'4""",193,,,86,86,79,90,81,78,95,90,74,83,80,38,72,85,74,84,55,90,25,45,25,60,39,72,86,85,85,90,83,85,84,60,32,71,60,43,74,70,70,45,46,44,68,86,2562,,,,,bronze,,gold,,gold,,,,,,,,gold,,gold,gold,gold,gold,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,Arizona
320,Mike Bibby,United States,,All-Time Sacramento Kings,10,PG,,Offensive Architect,"6'1""",185,190,86,"6'4""",193,,,88,90,94,94,84,78,95,95,74,83,80,38,72,85,74,84,56,90,25,45,25,60,39,72,95,88,89,93,83,88,88,64,32,78,70,43,74,78,75,45,46,44,65,88,2641,,silver,,,gold,,gold,,gold,,,,,,,,gold,,gold,gold,gold,silver,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,Arizona
321,Mike Conley,United States,,All-Time Memphis Grizzlies,11,PG,,2-Way 3-Level Playmaker,"6'1""",185,175,79,"6'6""",198,18,,88,89,87,86,86,86,98,90,81,85,88,40,95,94,85,82,48,85,25,30,25,40,29,63,84,87,92,87,85,93,79,70,31,88,67,45,88,88,85,42,32,52,98,88,2681,,,silver,bronze,silver,,bronze,,bronze,,,,,,,,bronze,silver,,bronze,bronze,gold,bronze,bronze,bronze,bronze,,,bronze,,bronze,bronze,,silver,,,,,,,,,,Ohio State
322,Mike Miller,United States,,All-Time Memphis Grizzlies,33,SG,,Sharpshooter,"6'8""",203,218,98,"6'11""",211,,,82,87,82,89,93,80,94,85,76,78,65,65,70,90,85,82,54,75,25,40,36,58,43,62,94,73,70,77,79,74,63,65,62,74,59,35,78,75,75,54,37,70,98,83,2600,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida
323,Mitch Richmond,United States,,All-Time Golden State Warriors,23,SG,SF,Mid-Range Slasher,"6'5""",196,215,97,,,,,88,89,90,93,81,84,94,90,87,84,75,79,84,98,97,90,73,90,55,75,69,79,48,75,96,76,69,81,75,86,67,73,62,75,78,42,84,85,85,57,52,62,85,88,2902,gold,silver,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Kansas State
324,Mitch Richmond,United States,,All-Time Sacramento Kings,2,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,215,97,"6'8""",203,,,94,94,94,96,91,89,97,98,89,86,79,79,89,98,97,94,76,94,55,75,69,79,48,94,96,80,82,85,81,86,67,71,62,79,78,42,79,85,75,57,52,62,83,94,2989,gold,gold,gold,,hof,,gold,,gold,,silver,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,gold,,,,,Kansas State
325,Morris Peterson,United States,,All-Time Toronto Raptors,24,SG,SF,2-Way 3-Level Shot Creator,"6'7""",201,215,97,"7'1""",216,,,85,87,80,84,88,84,94,90,84,78,83,68,85,98,92,82,71,80,60,75,50,75,60,80,88,69,70,78,69,82,47,73,64,83,74,58,84,78,70,51,45,56,70,85,2787,silver,gold,,,gold,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,gold,,,,,Michigan State
326,Moses Malone,United States,,All-Time Houston Rockets,24,C,PF,Paint Beast,"6'10""",208,260,117,"7'2""",218,,,97,82,98,78,43,82,90,98,86,78,57,97,85,98,95,92,95,88,97,85,96,97,98,98,98,50,60,45,43,70,32,87,97,57,72,95,95,95,98,99,99,98,55,97,3056,,,,silver,,hof,silver,,silver,gold,gold,gold,hof,gold,,gold,,,,,,,,,,gold,bronze,,,,,,hof,,hof,hof,hof,gold,,gold,,,,Petersburg High School
327,Moses Malone,United States,,All-Time Philadelphia 76ers,2,C,PF,Paint Beast,"6'10""",208,260,117,"7'2""",218,,,97,83,98,78,43,82,98,98,86,78,57,97,85,98,95,92,95,88,97,85,96,97,98,98,98,50,60,45,43,70,32,87,97,57,72,95,95,95,98,99,99,98,55,97,3064,,,,silver,,hof,silver,,silver,gold,gold,gold,hof,gold,,gold,,,,,,,,,,gold,bronze,,,,,,hof,,hof,hof,hof,gold,,gold,,,,Petersburg High School
328,Moses Malone,United States,,All-Time Washington Wizards,4,C,PF,Paint Beast,"6'10""",208,260,117,"7'2""",218,,,89,79,93,65,43,81,98,95,69,43,42,92,60,90,66,90,86,72,97,46,94,89,96,99,98,50,60,45,43,70,32,75,94,42,58,63,88,84,95,88,91,85,50,95,2744,,,,silver,,gold,,,,gold,gold,gold,gold,gold,,gold,,,,,,,,,,gold,,,,,,,gold,,gold,gold,gold,gold,,,,,,Petersburg High School
329,Muggsy Bogues,United States,,All-Time Charlotte Hornets,1,PG,SG,Playmaking Sharpshooter,"5'3""",160,144,65,"5'6""",168,,,85,90,90,93,84,88,95,90,80,95,73,25,95,92,90,90,47,77,25,25,25,40,25,75,82,94,95,95,95,92,92,52,25,66,79,27,60,45,60,41,35,47,40,85,2512,,,bronze,,,silver,,,,,,,,,,,silver,,,gold,gold,gold,gold,gold,gold,,gold,,,,,,,gold,,,,,,,,,,Wake Forest
