,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
271,Kevin Porter Jr.,United States,,Milwaukee Bucks,3,PG,SG,Balanced Point,"6'4""",193,203,91,"6'9""",206,,6,"May 4, 2000","Seattle, Washington",Southern California,79,78,88,85,78,74,50,95,76,85,75,52,75,88,80,80,64,85,40,80,25,62,44,84,95,80,82,82,83,82,72,57,44,69,73,47,64,60,40,55,40,69,75,79,2581,,,,bronze,bronze,,,,bronze,,bronze,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,
272,Kevon Harris,United States,,Houston Rockets,8,SF,SG,Catch & Shoot Threat,"6'5""",196,216,97,"6'9""",206,,5,"June 24, 1997","Ellenwood, Georgia",Stephen F. Austin,68,67,75,72,81,76,40,60,75,71,71,58,78,85,84,80,57,75,40,75,33,56,45,49,79,59,64,69,69,65,29,54,60,62,53,51,45,60,45,55,59,51,25,70,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Kevon Looney,United States,,New Orleans Pelicans,5,C,,Board-Hunting Paint Protector,"6'9""",206,222,100,"7'4""",224,,10,"February 6, 1996","Milwaukee, Wisconsin",UCLA,77,59,75,44,69,55,50,60,76,58,69,74,63,85,96,84,64,78,75,70,55,52,62,52,66,57,55,61,48,66,55,64,72,46,59,70,74,64,65,91,94,88,60,77,2446,,,,,,bronze,,,,bronze,bronze,,,,,bronze,,,,,,,,,,,,,,,,,,,,gold,gold,silver,,gold
274,Keyonte George,United States,,Utah Jazz,3,PG,SG,Playmaking Inside-Out Threat,"6'4""",193,185,83,"6'5""",196,,2,"November 8, 2003","Lewisville, Texas",Baylor,81,82,87,69,78,80,90,90,76,79,78,55,72,84,85,80,62,83,40,65,47,49,48,75,90,82,85,87,78,85,73,48,34,65,38,35,57,58,50,43,32,53,90,84,2528,,,bronze,bronze,bronze,,silver,,silver,,,,,,,,,silver,silver,bronze,,bronze,,silver,gold,,,,,,,,,,,,,,,
275,Khaman Maluach,South Sudan,,Phoenix Suns,10,C,,,"7'2""",218,250,113,,,,0,"September 14, 2006","Rumbek, South Sudan",Duke,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Khris Middleton,United States,,Washington Wizards,32,SF,PF,2-Way 3-Level Shot Creator,"6'7""",201,222,100,"6'11""",211,,13,"August 12, 1991","Charleston, South Carolina",Texas A&M,81,78,95,96,81,86,60,50,79,71,80,73,66,92,80,90,69,82,40,65,67,80,83,47,85,76,78,77,71,78,74,68,72,80,49,50,78,75,75,48,30,65,30,87,2638,silver,,,gold,silver,,,,,,,,,,,,,bronze,,,,,,,bronze,bronze,,,,,silver,bronze,,bronze,,,,,gold,
277,KJ Simpson,United States,,Charlotte Hornets,25,PG,,Steady Playmaker,"6'2""",188,187,84,"6'6""",198,,1,"August 8, 2002","Los Angeles, California",Colorado,74,71,70,53,68,81,80,75,77,76,83,52,82,85,80,80,49,78,25,50,28,40,37,50,80,78,78,87,76,78,70,52,42,64,56,45,59,59,40,48,50,46,90,79,2372,,,,,,,bronze,,,,,,,,,,,,bronze,,,,,bronze,bronze,,,,,,,,,,,,,,,
278,Klay Thompson,United States,,Dallas Mavericks,31,SG,SF,3 & D Two Guard,"6'6""",198,220,99,"6'9""",206,,14,"February 8, 1990","Los Angeles, California",Washington State,80,78,77,78,89,91,60,75,78,71,80,62,67,91,80,94,56,70,35,65,35,65,64,30,85,59,57,67,71,57,42,67,60,80,40,52,80,80,75,45,37,52,75,90,2479,gold,silver,,gold,gold,,,,,,,,,,,,,,,,,,,,,bronze,,,bronze,,gold,bronze,,bronze,,,,,gold,
279,Kobe Brown,United States,,Los Angeles Clippers,21,PF,SF,Rebounder,"6'7""",201,250,113,"7'1""",216,,2,"January 1, 2000","Huntsville, Alabama",Missouri,71,68,80,72,67,79,50,60,74,60,62,74,66,88,85,80,65,72,60,65,64,64,64,50,80,56,62,60,57,64,35,55,62,62,43,53,60,57,45,76,70,82,60,80,2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Kobe Bufkin,United States,,Atlanta Hawks,4,PG,SG,Inside the Arc Shot Creator,"6'5""",196,195,88,"6'8""",203,,2,"September 21, 2003","Grand Rapids, Michigan",Michigan,73,69,80,79,70,72,60,55,78,86,86,40,80,95,80,80,56,80,30,75,42,44,43,40,90,77,72,87,86,73,67,50,48,64,38,56,54,52,40,54,46,61,85,82,2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Kon Knueppel,United States,,Charlotte Hornets,7,SG,SF,,"6'7""",201,215,97,,,,0,"August 3, 2005","Milwaukee, Wisconsin",Duke,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Kris Dunn,United States,,Los Angeles Clippers,8,SG,SF,2-Way Perimeter Shot Creator,"6'3""",191,205,92,"6'10""",208,,9,"March 18, 1994","New London, Connecticut",Providence,78,75,94,84,75,65,70,60,82,83,90,56,83,85,90,84,54,70,40,55,39,60,42,44,80,78,75,86,82,84,62,77,40,89,97,55,88,88,85,50,42,57,50,79,2608,,,,,,,,,,,,,,,,,,,,,,,bronze,bronze,bronze,gold,gold,,bronze,silver,,silver,,silver,,,,,,
283,Kris Murray,United States,,Portland Trail Blazers,24,SF,PF,Perimeter Defender,"6'8""",203,220,99,"7'0""",213,,2,"August 19, 2000","Cedar Rapids, Iowa",Iowa,73,66,77,70,62,41,75,70,75,68,73,60,75,90,80,80,61,70,60,75,50,52,52,50,80,57,60,69,62,60,36,58,60,66,46,52,65,66,50,57,62,52,90,80,2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Kristaps Porzingis,Latvia,,Atlanta Hawks,8,C,PF,2-Way Inside-Out Scorer,"7'2""",218,240,108,"7'6""",229,,10,"August 2, 1995","Liepaja, Latvia",Latvia,85,86,95,66,86,81,90,95,77,66,65,74,78,94,85,77,84,79,90,75,84,88,86,75,98,51,50,68,56,40,42,67,78,56,41,85,82,60,65,66,56,75,95,88,2764,silver,bronze,,gold,,,,silver,,silver,bronze,silver,bronze,silver,,bronze,,,silver,,,,,,,,,silver,,,,,bronze,,,bronze,,silver,,
285,Kyle Anderson,United States,China,Utah Jazz,20,PF,SF,2-Way Skilled Stretch,"6'9""",206,230,104,"7'3""",221,,11,"September 20, 1993","New York City, New Jersey",UCLA,77,68,91,48,79,71,60,60,72,66,80,62,66,85,64,83,54,79,55,45,45,48,41,49,70,75,78,81,65,79,70,71,60,79,63,66,78,75,75,61,55,67,80,79,2497,,,,,bronze,,silver,,bronze,,silver,,,,,,,silver,silver,bronze,,,gold,silver,silver,,,,,,bronze,,,,,,,,bronze,bronze
286,Kyle Filipowski,United States,,Utah Jazz,22,C,PF,Inside-Out Scoring Threat,"7'0""",213,248,112,"7'4""",224,,1,"November 7, 2003","Middletown, New York",Duke,80,82,98,70,80,64,90,90,74,77,57,62,66,85,90,80,70,64,70,70,74,72,74,50,85,60,60,69,57,60,53,54,60,55,43,51,65,57,45,73,63,82,90,81,2559,,,,bronze,,,,,,silver,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Kyle Kuzma,United States,,Milwaukee Bucks,18,PF,C,Perimeter Defender,"6'9""",206,221,99,"7'0""",213,,8,"July 24, 1995","Flint, Michigan",Utah,80,72,82,60,74,63,80,70,80,74,74,74,75,85,95,83,71,75,75,75,66,65,66,50,95,67,66,77,67,78,46,63,66,75,36,47,74,72,70,54,39,69,95,84,2617,bronze,,,silver,,,silver,,silver,bronze,silver,,,,bronze,,,bronze,silver,,,,bronze,,,,,,,,bronze,,,,,,bronze,,silver,gold
288,Kyle Lowry,United States,,Philadelphia 76ers,7,PG,SG,Defensive Menace,"6'0""",183,196,88,"6'2""",188,,19,"March 25, 1986","Philadelphia, Pennsylvania",Villanova,75,73,90,85,75,82,60,45,83,84,84,67,72,96,97,79,48,70,25,25,38,44,40,45,95,77,75,79,84,80,67,73,60,80,76,56,80,80,80,41,34,48,50,85,2512,silver,,bronze,,bronze,,,,,,,,,,,,,,,,,,bronze,,bronze,,,,,,,bronze,,bronze,,,,,,bronze
289,Kyrie Irving,United States,Australia,Dallas Mavericks,11,SG,PG,Offensive Architect,"6'2""",188,195,88,"6'4""",193,,14,"March 23, 1992","Melbourne, Australia",Duke,90,91,91,98,86,92,80,98,79,85,85,37,81,97,87,80,63,97,25,30,35,70,64,85,96,85,84,99,85,85,70,61,32,73,53,51,75,86,60,47,43,51,80,92,2718,gold,gold,gold,gold,gold,,gold,,gold,,gold,,,,,,hof,gold,gold,bronze,hof,gold,gold,gold,silver,,,,,,,,,,,,,,bronze,
290,KyShawn George,Switzerland,,Washington Wizards,18,SF,PF,Slashing Stretch Four,"6'8""",203,196,88,"7'0""",213,,1,"December 12, 2003","Monthey, Switzerland",Miami,79,78,74,59,80,77,95,80,75,64,74,60,72,90,85,80,61,83,40,60,59,58,59,30,95,63,66,74,60,66,47,66,70,70,49,69,71,70,60,49,40,57,98,84,2525,,,,silver,,,,,bronze,,silver,,,,,,,,,,,,,,,,bronze,,,bronze,gold,,,,,,,,,
291,LaMelo Ball,United States,,Charlotte Hornets,1,PG,SG,3-Level Scoring Playmaker,"6'7""",201,180,81,"6'10""",208,,5,"August 22, 2001","Anaheim, California",Illawarra Hawks (Australia),87,84,86,78,80,84,85,90,80,84,84,50,79,93,89,82,69,88,45,75,52,58,52,82,98,90,93,88,84,93,90,65,45,70,53,45,79,89,75,50,41,59,80,92,2790,silver,bronze,,bronze,bronze,,gold,,bronze,,bronze,,,,,,silver,bronze,silver,gold,,silver,silver,silver,gold,,,,,,,,,,,,,,,
292,Larry Nance Jr.,United States,,Cleveland Cavaliers,22,C,PF,3-Level Scoring Threat,"6'8""",203,245,110,"7'2""",218,,10,"January 1, 1993","Akron, Ohio",Wyoming,77,74,93,74,76,70,70,60,77,65,61,69,86,88,85,83,70,72,85,85,58,54,69,60,78,59,69,64,49,70,44,74,74,61,76,74,78,89,65,62,53,70,70,78,2625,,,,,,silver,,,,,,,,,silver,silver,,,,,,,,,,,,,,,,,,,,,,,,silver
293,Lauri Markkanen,Finland,,Utah Jazz,23,SF,PF,Inside-Out Scoring Threat,"7'0""",213,240,108,"6'11""",211,,8,"May 22, 1997","Vantaa, Finland",Arizona,84,83,97,63,80,88,85,85,72,63,65,61,62,85,85,80,82,75,75,75,83,83,86,80,95,54,55,65,42,75,34,60,66,65,40,51,66,64,65,58,53,63,80,86,2621,silver,bronze,,gold,silver,,,bronze,,bronze,silver,bronze,bronze,silver,bronze,,,,,,,,silver,,,,,,,,,,,,,,,bronze,silver,silver
294,LeBron James,United States,,Los Angeles Lakers,23,PF,PG,2-Way Inside-Out Point Forward,"6'9""",206,250,113,"7'0""",213,,22,"December 30, 1984","Akron, Ohio",St. Vincent–St. Mary High School,94,88,95,80,82,77,98,98,92,87,87,89,89,99,93,97,89,98,80,89,82,90,84,92,98,90,90,87,85,97,90,68,79,79,42,70,74,75,60,60,41,79,70,99,3101,gold,bronze,,gold,gold,gold,gold,bronze,gold,gold,gold,silver,gold,silver,gold,silver,bronze,gold,gold,gold,,bronze,gold,bronze,gold,,,hof,,bronze,,,,,,,,,,silver
295,Leonard Miller,Canada,,Minnesota Timberwolves,33,PF,SF,Interior Threat,"6'10""",208,210,95,"7'2""",218,,2,"November 26, 2003","Ontario, Canada",NBA G League Ignite,70,68,74,70,72,83,60,50,75,73,73,55,82,90,75,80,64,75,65,85,59,54,55,37,80,57,51,70,70,52,43,55,57,63,52,57,60,59,40,62,52,71,50,78,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Lindy Waters III,United States,,San Antonio Spurs,43,SG,SF,3 & D Threat,"6'6""",198,210,95,"6'10""",208,,5,"July 7, 1997","Norman, Oklahoma",Oklahoma State,74,85,90,85,77,80,95,85,66,60,69,33,67,83,70,80,51,70,25,65,28,54,34,65,70,58,69,69,50,67,37,55,53,67,46,55,62,62,40,49,37,60,50,79,2288,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,
297,Lonzo Ball,United States,,Cleveland Cavaliers,2,PG,,2-Way 3PT Shot Creator,"6'6""",198,190,86,"6'9""",206,,8,"October 27, 1997","Anaheim, California",UCLA,78,66,55,68,78,82,50,60,78,85,86,52,80,93,70,80,54,70,30,75,35,44,40,50,84,81,83,86,85,83,68,77,60,84,86,58,84,85,85,49,41,56,70,83,2564,,,,,,,,,,,,,,,,,bronze,bronze,gold,silver,,bronze,,,gold,bronze,silver,,,silver,bronze,bronze,,bronze,,,,,,
298,Luguentz Dort,Canada,,Oklahoma City Thunder,5,SF,PF,2-Way 3-Level Shot Creator,"6'4""",193,220,99,"6'9""",206,,6,"April 19, 1999","Montreal, Canada",Arizona State,81,77,78,92,84,75,60,70,85,79,92,70,87,92,94,80,61,87,50,85,40,38,44,60,85,63,67,72,76,68,33,82,75,94,80,58,90,88,90,50,48,51,50,82,2664,,,,bronze,bronze,,,,,,,,,,bronze,,,,,,,,,,,gold,gold,,gold,gold,gold,gold,,gold,,,,,,gold
299,Luka Doncic,Slovenia,,Los Angeles Lakers,77,PG,SG,Playmaking Inside-Out Scorer,"6'7""",201,230,104,"6'11""",211,,7,"February 28, 1999","Ljubljana, Slovenia",Slovenia,95,89,97,80,86,77,95,98,86,84,84,72,79,98,98,85,86,98,65,75,85,85,86,98,98,94,98,95,83,98,95,70,66,74,76,51,74,76,75,70,58,82,75,99,3098,hof,gold,,gold,hof,,gold,bronze,gold,bronze,gold,bronze,bronze,bronze,,,gold,gold,gold,gold,gold,gold,gold,gold,gold,,,,,,,,,,,silver,bronze,,gold,
300,Luka Garza,United States,Bosnia & Herzegovina,Boston Celtics,55,C,,Rebounder,"6'10""",208,243,109,"7'2""",218,,4,"December 27, 1998","Washington, District of Columbia",Iowa,72,74,93,70,71,68,55,85,63,40,40,69,48,80,85,80,67,69,60,45,73,73,73,59,85,45,55,35,34,55,44,42,54,30,32,42,52,56,30,74,94,53,50,73,2210,,,,,,,,,,bronze,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,bronze,,,
301,Luke Kennard,United States,,Atlanta Hawks,10,SG,PG,Sharpshooter,"6'5""",196,206,93,"6'5""",196,,8,"June 24, 1996","Middletown, Ohio",Duke,77,83,95,89,87,89,70,70,71,69,68,40,60,92,85,80,52,70,30,60,28,50,35,49,95,75,80,78,66,82,67,44,35,51,46,32,50,50,45,44,38,50,60,79,2320,silver,silver,,gold,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,
302,Luke Kornet,United States,,San Antonio Spurs,40,C,,Board-Hunting Paint Protector,"7'2""",218,250,113,"7'6""",229,,8,"July 15, 1995","Lexington, Texas",Vanderbilt,78,75,80,56,70,71,90,80,64,38,37,66,62,85,85,77,69,60,75,60,72,72,72,58,85,46,50,43,33,60,45,61,74,32,41,83,76,54,70,79,91,66,70,78,2417,,,,bronze,,,,,,bronze,,,bronze,bronze,,bronze,,,,,,,,,,,,silver,,,,,,,bronze,silver,bronze,silver,,bronze
303,Luke Travers,Australia,,Cleveland Cavaliers,33,SF,PF,Promising Prospect,"6'7""",201,207,93,"6'11""",211,,3,"September 3, 2001","Perth, Australia",Australia,69,66,70,72,74,68,60,50,72,68,66,48,75,80,84,80,51,70,30,65,35,34,30,54,90,59,64,71,65,63,31,50,52,62,36,56,52,45,50,35,37,33,60,76,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Malaki Branham,United States,,Washington Wizards,22,SG,PG,Catch & Shoot Ace,"6'4""",193,180,81,"6'8""",203,,3,"May 12, 2003","Columbus, Ohio",Ohio State,74,78,74,74,83,82,70,85,76,82,82,55,75,86,70,80,64,80,60,75,47,44,49,62,95,64,59,69,74,59,60,49,45,63,42,42,54,52,45,43,33,52,50,82,2391,bronze,,,bronze,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Malik Monk,United States,,Sacramento Kings,0,SG,,Shot-Creating 3-Level Threat,"6'3""",191,200,90,"6'5""",196,,8,"February 4, 1998","Jonesboro, Arkansas",Kentucky,81,85,97,90,80,87,75,80,77,80,81,48,88,88,72,80,62,82,40,80,25,62,45,64,95,76,75,79,76,78,72,56,45,68,43,57,69,68,45,44,33,54,80,83,2564,silver,bronze,silver,gold,silver,,gold,,silver,,,,,,,,bronze,silver,,,bronze,,bronze,,,,,,,,,,,,,,,,silver,
306,Marcus Sasser,United States,,Detroit Pistons,25,PG,SG,3PT Shot Creator,"6'2""",188,195,88,"6'7""",201,,2,"September 21, 2000","Dallas, Texas",Houston,76,80,97,72,82,84,75,70,75,75,83,47,69,85,85,80,48,78,25,50,32,37,37,47,75,75,74,80,75,74,71,58,35,70,66,37,67,67,65,40,37,42,75,83,2403,,,silver,bronze,,,silver,,silver,,,,,,,,,bronze,bronze,,,,,,bronze,,,,,,,,,,,,,,,
307,Marcus Smart,United States,,Los Angeles Lakers,36,PG,SG,2-Way Perimeter Threat,"6'3""",191,220,99,"6'9""",206,,11,"March 6, 1994","Flower Mound, Texas",Oklahoma State,79,68,80,87,78,80,50,30,84,75,93,73,83,89,90,83,50,70,25,50,25,58,78,27,70,74,75,74,74,75,70,81,74,89,83,51,90,91,90,42,38,45,50,82,2545,,,bronze,,,,,,,,,,,,,,,bronze,,,,,,,bronze,gold,silver,,gold,bronze,gold,gold,,gold,,,,,,hof
308,Mark Williams,United States,,Phoenix Suns,5,C,,Defensive Anchor,"7'0""",213,240,108,"7'7""",231,,3,"December 16, 2001","Norfolk, Virginia",Duke,81,71,87,60,36,79,85,80,75,65,64,86,75,75,88,72,72,77,85,75,60,60,60,70,85,45,44,35,32,52,64,65,79,44,41,82,78,60,70,85,78,91,85,83,2542,,,,,,bronze,,,,silver,silver,,silver,,bronze,gold,,,,,,,,,,,,bronze,,,,,bronze,,bronze,gold,bronze,gold,,
309,Marvin Bagley III,United States,,Washington Wizards,35,C,PF,Board-Hunting Lob Threat,"6'10""",208,235,106,"7'1""",216,,7,"March 14, 1999","Tempe, Arizona",Duke,75,64,84,72,70,67,40,50,81,73,74,80,86,85,80,87,75,78,80,80,74,73,74,60,80,53,47,62,64,60,33,62,70,49,56,70,70,65,55,78,88,67,50,79,2532,,,,,,silver,,bronze,,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,
310,Mason Plumlee,United States,,Charlotte Hornets,22,C,,Board-Hunting Lob Threat,"6'10""",208,254,114,"6'11""",211,,12,"March 5, 1990","Fort Wayne, Indiana",Duke,76,66,85,60,58,65,70,60,73,57,48,80,75,78,92,83,75,81,85,80,75,70,70,60,81,58,75,37,50,72,55,65,74,46,40,75,77,68,75,80,71,89,35,79,2531,,,,,,,,,,bronze,,,,,,,,,,bronze,,,,,,,,,,,,,,,,bronze,bronze,bronze,,bronze
311,Matas Buzelis,Lithuania,United States,Chicago Bulls,14,SF,PF,Slashing Shot Creator,"6'10""",208,209,94,"7'2""",218,,1,"October 13, 2004","Chicago, Illinois",NBA G League Ignite,79,81,85,75,79,85,75,85,79,86,70,60,84,90,85,80,71,82,65,89,62,58,60,59,90,63,65,72,76,69,32,59,58,62,35,81,65,62,50,54,44,64,90,83,2612,,,,,,silver,,,,,,,,,silver,,,bronze,,,,,,,,,,silver,,,,,,,,,,,,silver
312,Matisse Thybulle,United States,Australia,Portland Trail Blazers,4,SF,SG,3 & D Wing,"6'5""",196,201,90,"7'0""",213,,6,"March 4, 1997","Scottsdale, Arizona",Washington,75,59,79,48,81,68,50,25,78,76,89,59,70,85,90,80,46,74,35,70,30,30,30,25,70,54,55,65,69,35,48,82,60,89,98,63,85,97,85,55,46,63,25,79,2326,,,,bronze,,,,,,,,,,,,,,,,,,,,,,silver,gold,bronze,silver,gold,gold,gold,,silver,,,,,,silver
313,Max Christie,United States,,Dallas Mavericks,00,SG,SF,Defensive Menace,"6'5""",196,190,86,"6'9""",206,,3,"February 10, 2003","Arlington Heights, Illinois",Michigan State,77,78,74,73,80,84,80,75,82,87,87,55,82,98,85,80,56,77,35,80,39,42,42,41,90,64,68,70,78,66,37,64,44,80,43,52,77,75,75,44,35,52,80,78,2496,bronze,,,bronze,,,bronze,,bronze,,,,,,,,,,,,,,,,,bronze,bronze,,,,bronze,,,bronze,,,,,,
314,Max Strus,United States,,Cleveland Cavaliers,1,SF,SG,Catch & Shoot Ace,"6'5""",196,215,97,"6'8""",203,,6,"March 28, 1996","Hickory Hills, Illinois",DePaul,79,81,86,85,83,88,70,75,76,76,76,40,74,98,80,85,60,68,35,65,48,58,54,68,85,71,72,69,74,78,61,45,45,57,37,42,50,50,35,54,49,59,65,80,2420,silver,silver,,gold,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,
315,Maxi Kleber,Germany,,Los Angeles Lakers,14,PF,C,Versatile Defender,"6'10""",208,240,108,"6'11""",211,,11,"January 29, 1992","Wurzburg, Germany",Germany,72,64,71,70,72,76,60,35,72,45,77,79,56,85,80,80,68,73,75,75,67,67,64,40,80,56,70,64,45,68,35,68,80,77,33,63,75,75,75,50,47,53,30,76,2393,,,,bronze,,,,,,,,,,,,,,,bronze,,,,,,,bronze,,,,,bronze,,,,,,,bronze,,bronze
316,Michael Porter Jr.,United States,,Brooklyn Nets,1,SF,PF,Inside-Out Shot Creator,"6'10""",208,218,98,"7'0""",213,,7,"June 29, 1998","Columbia, Missouri",Missouri,82,83,97,80,83,75,70,95,79,80,81,68,88,88,80,66,68,92,60,80,50,62,68,55,80,64,65,78,77,62,37,54,60,64,36,52,60,68,40,61,56,66,50,85,2554,gold,bronze,,gold,silver,,,,bronze,,silver,,,,,,,silver,,,,,silver,,,,,,,,,,,,,,silver,,silver,silver
317,Mikal Bridges,United States,,New York Knicks,25,SF,SG,2-Way Sharpshooter,"6'6""",198,209,94,"7'1""",216,,7,"August 30, 1996","Philadelphia, Pennsylvania",Villanova,84,87,97,95,83,78,80,90,85,80,89,68,85,92,95,84,65,75,40,75,55,57,57,80,80,75,78,82,72,88,54,75,69,88,66,52,82,86,85,40,38,42,60,87,2764,gold,bronze,,silver,silver,,,,bronze,,,,,,,,,,,,,,,,,silver,silver,bronze,bronze,gold,gold,silver,,silver,,,,,gold,silver
318,Mike Conley,United States,,Minnesota Timberwolves,10,PG,,2-Way 3PT Playmaker,"6'0""",183,175,79,"6'6""",198,,18,"October 11, 1987","Fayetteville, Arkansas",Ohio State,79,74,72,70,85,91,70,55,78,83,84,40,92,85,80,82,46,76,25,30,25,40,29,60,84,85,90,89,83,90,72,67,31,83,70,42,83,80,80,41,35,47,60,83,2476,,,silver,bronze,silver,,bronze,,bronze,,,,,,,,silver,bronze,,,,silver,,bronze,silver,,,,,,,,,bronze,,,,,,
319,Miles Bridges,United States,,Charlotte Hornets,0,PF,SF,Rim Attacker,"6'7""",201,225,101,"6'10""",208,,7,"March 21, 1998","Flint, Michigan",Michigan State,81,83,92,70,74,87,85,90,84,75,76,84,85,93,90,85,85,88,60,90,86,86,86,88,95,72,69,76,71,74,70,58,60,59,48,62,62,68,45,62,43,81,25,84,2762,,,,,,gold,,,silver,silver,gold,,silver,,gold,silver,,,,,,,silver,,,,,,,,,,,,,,,,bronze,gold
320,Miles McBride,United States,,New York Knicks,2,PG,SG,2-Way 3-Level Shot Creator,"6'1""",185,195,88,"6'9""",206,,4,"September 8, 2000","Cincinnati, Ohio",West Virginia,78,82,80,96,81,82,80,75,78,86,86,44,80,85,85,80,55,84,25,65,25,58,48,55,80,73,72,88,80,72,53,64,40,81,56,47,78,74,75,43,41,45,75,80,2537,,,,,,,bronze,,,,,,,,,,,,,,,,,bronze,,silver,,,bronze,,bronze,bronze,,gold,,,,,,silver
321,Mitchell Robinson,United States,,New York Knicks,23,C,,Defensive Anchor,"7'0""",213,240,108,"7'2""",218,,7,"April 1, 1998","Pensacola, Florida",Chalmette HS (LA),80,57,75,68,32,37,80,50,77,48,65,84,83,85,95,80,70,79,90,80,65,52,50,64,80,44,70,40,25,54,30,76,83,49,83,87,87,65,80,88,98,77,50,82,2502,,,,,,bronze,,,,,,,,,,bronze,,,,,,,,,,,,gold,,,,,silver,,silver,,gold,gold,,silver
322,Moritz Wagner,Germany,,Orlando Magic,21,C,PF,3-Level Scoring Threat,"6'11""",211,245,110,"7'0""",213,,7,"April 26, 1997","Berlin, Germany",Michigan,79,83,96,78,80,72,85,85,78,73,67,78,75,85,85,81,70,75,75,65,74,74,74,50,76,51,54,42,53,55,53,53,58,40,66,62,58,54,35,75,65,85,60,79,2522,,,,bronze,,,,,,silver,silver,bronze,silver,silver,,,,,,,,,,,,,,,,,,,,,,,,silver,,
323,Moses Moody,United States,,Golden State Warriors,4,SF,SG,2-Way Inside-Out Shot Creator,"6'5""",196,211,95,"7'1""",216,,4,"May 31, 2002","Little Rock, Arkansas",Arkansas,79,77,93,37,82,78,95,75,77,73,77,68,70,88,80,80,61,84,40,70,44,48,49,70,80,62,65,74,70,64,36,62,68,71,46,56,69,60,65,44,41,47,95,79,2487,,,,bronze,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,
324,Mouhamed Gueye,Senegal,,Atlanta Hawks,18,PF,C,Interior Threat,"6'10""",208,210,95,"7'3""",221,,2,"November 9, 2002","Dakar, Senegal",Washington State,74,71,75,67,63,73,75,70,76,67,67,63,75,88,90,80,66,72,75,80,52,51,52,58,90,53,60,60,52,62,32,60,60,48,73,88,57,50,45,64,58,69,80,76,2453,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,silver,,,silver
325,Moussa Diabate,France,,Charlotte Hornets,14,C,PF,Board-Hunting Lob Threat,"6'9""",206,210,95,"7'1""",216,,3,"January 21, 2002","Paris, France",Michigan,76,66,84,68,67,58,70,50,77,73,73,60,78,80,95,80,61,68,65,80,62,50,62,35,68,47,42,40,66,52,33,57,65,41,53,71,65,50,55,87,92,81,60,76,2368,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,gold,gold,,,gold
